t,w,x,y,z,ax,ay,az
23:39:56.262824,0.98,-0.01,0.01,-0.21,0.32,-0.11,0.8
23:39:56.266824,0.98,-0.01,0.01,-0.22,0.4,-0.08,0.78
23:39:56.278824,0.98,-0.01,0.0,-0.22,0.45,-0.07,0.79
23:39:56.295824,0.98,-0.01,0.0,-0.22,0.49,-0.07,0.84
23:39:56.298824,0.98,-0.01,0.01,-0.22,0.5,-0.08,0.91
23:39:56.312824,0.98,-0.01,0.01,-0.22,0.49,-0.1,1.0
23:39:56.316824,0.98,-0.02,0.02,-0.22,0.47,-0.12,1.07
23:39:56.328832,0.98,-0.02,0.02,-0.21,0.44,-0.13,1.12
23:39:56.345832,0.98,-0.02,0.02,-0.21,0.42,-0.12,1.17
23:39:56.348832,0.98,-0.02,0.02,-0.21,0.39,-0.1,1.2
23:39:56.362832,0.98,-0.02,0.01,-0.21,0.37,-0.07,1.2
23:39:56.366840,0.98,-0.02,0.01,-0.21,0.34,-0.03,1.18
23:39:56.379840,0.98,-0.02,0.0,-0.21,0.31,0.0,1.14
23:39:56.395840,0.98,-0.02,-0.0,-0.21,0.28,0.03,1.08
23:39:56.398840,0.98,-0.02,-0.01,-0.21,0.26,0.04,1.03
23:39:56.412840,0.98,-0.02,-0.01,-0.21,0.25,0.04,0.99
23:39:56.416840,0.98,-0.02,-0.01,-0.21,0.23,0.03,0.97
23:39:56.428840,0.98,-0.02,-0.01,-0.21,0.21,0.01,0.97
23:39:56.445840,0.98,-0.02,-0.01,-0.21,0.18,-0.02,0.98
23:39:56.448840,0.98,-0.03,-0.01,-0.22,0.15,-0.03,0.99
23:39:56.462840,0.98,-0.03,-0.01,-0.22,0.12,-0.04,1.0
23:39:56.466840,0.98,-0.03,-0.01,-0.22,0.08,-0.04,1.0
23:39:56.479840,0.98,-0.03,-0.01,-0.22,0.04,-0.03,1.0
23:39:56.497840,0.97,-0.03,-0.01,-0.22,-0.01,-0.03,0.97
23:39:56.501840,0.97,-0.03,-0.01,-0.22,-0.08,-0.03,0.92
23:39:56.507868,0.97,-0.04,-0.01,-0.22,-0.16,-0.07,0.88
23:39:56.530867,0.98,-0.04,-0.01,-0.22,-0.21,-0.12,0.88
23:39:56.534867,0.98,-0.05,-0.01,-0.22,-0.21,-0.15,0.93
23:39:56.538867,0.98,-0.05,-0.01,-0.22,-0.16,-0.14,1.02
23:39:56.547867,0.97,-0.05,-0.01,-0.22,-0.1,-0.11,1.1
23:39:56.563868,0.97,-0.05,-0.01,-0.22,-0.08,-0.09,1.15
23:39:56.567867,0.97,-0.04,-0.01,-0.22,-0.08,-0.1,1.16
23:39:56.580867,0.97,-0.04,-0.01,-0.22,-0.11,-0.14,1.14
23:39:56.595867,0.97,-0.04,-0.01,-0.23,-0.14,-0.2,1.1
23:39:56.599867,0.97,-0.04,-0.01,-0.23,-0.17,-0.26,1.07
23:39:56.612867,0.97,-0.04,-0.01,-0.23,-0.19,-0.28,1.06
23:39:56.616867,0.97,-0.03,-0.02,-0.23,-0.2,-0.24,1.06
23:39:56.630071,0.97,-0.03,-0.02,-0.23,-0.21,-0.16,1.05
23:39:56.648071,0.97,-0.03,-0.02,-0.23,-0.23,-0.07,1.03
23:39:56.651071,0.97,-0.03,-0.02,-0.23,-0.24,-0.01,1.0
23:39:56.664071,0.97,-0.03,-0.02,-0.23,-0.23,0.02,1.0
23:39:56.667080,0.97,-0.03,-0.02,-0.23,-0.2,0.01,1.0
23:39:56.680080,0.97,-0.03,-0.03,-0.23,-0.16,-0.03,1.01
23:39:56.697080,0.97,-0.03,-0.03,-0.23,-0.13,-0.07,1.04
23:39:56.702080,0.97,-0.02,-0.03,-0.23,-0.12,-0.11,1.08
23:39:56.714080,0.97,-0.02,-0.03,-0.24,-0.13,-0.11,1.11
23:39:56.718089,0.97,-0.02,-0.03,-0.24,-0.14,-0.09,1.12
